subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category
6387	7852	NCBIGene	NCBIGene	CXCL12	CXCR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6387	57007	NCBIGene	NCBIGene	CXCL12	ACKR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
58191	10663	NCBIGene	NCBIGene	CXCL16	CXCR6	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6375	2829	NCBIGene	NCBIGene	XCL1	XCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6846	2829	NCBIGene	NCBIGene	XCL2	XCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6376	1524	NCBIGene	NCBIGene	CX3CL1	CX3CR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3565	3566	NCBIGene	NCBIGene	IL4	IL4R	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3596	3597	NCBIGene	NCBIGene	IL13	IL13RA1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3596	3598	NCBIGene	NCBIGene	IL13	IL13RA2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2056	2057	NCBIGene	NCBIGene	EPO	EPOR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1442	2690	NCBIGene	NCBIGene	CSH1	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1443	2690	NCBIGene	NCBIGene	CSH2	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2688	2690	NCBIGene	NCBIGene	GH1	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2689	2690	NCBIGene	NCBIGene	GH2	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1442	2690	NCBIGene	NCBIGene	CSH1	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1443	2690	NCBIGene	NCBIGene	CSH2	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2688	2690	NCBIGene	NCBIGene	GH1	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2689	2690	NCBIGene	NCBIGene	GH2	GHR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
5617	5618	NCBIGene	NCBIGene	PRL	PRLR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7066	4352	NCBIGene	NCBIGene	THPO	MPL	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1440	1441	NCBIGene	NCBIGene	CSF3	CSF3R	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3952	3953	NCBIGene	NCBIGene	LEP	LEPR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3552	7850	NCBIGene	NCBIGene	IL1A	IL1R2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3553	7850	NCBIGene	NCBIGene	IL1B	IL1R2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3557	7850	NCBIGene	NCBIGene	IL1RN	IL1R2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
27190	55540	NCBIGene	NCBIGene	IL17B	IL17RB	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
27189	132014	NCBIGene	NCBIGene	IL17C	IL17RE	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3603	920	NCBIGene	NCBIGene	IL16	CD4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
146433	1436	NCBIGene	NCBIGene	IL34	CSF1R	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1435	1436	NCBIGene	NCBIGene	CSF1	CSF1R	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7124	7132	NCBIGene	NCBIGene	TNF	TNFRSF1A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7124	7133	NCBIGene	NCBIGene	TNF	TNFRSF1B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4049	7132	NCBIGene	NCBIGene	LTA	TNFRSF1A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4049	7133	NCBIGene	NCBIGene	LTA	TNFRSF1B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4049	4055	NCBIGene	NCBIGene	LTA	LTBR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4049	8764	NCBIGene	NCBIGene	LTA	TNFRSF14	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4050	4055	NCBIGene	NCBIGene	LTB	LTBR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8740	4055	NCBIGene	NCBIGene	TNFSF14	LTBR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8740	8764	NCBIGene	NCBIGene	TNFSF14	TNFRSF14	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8740	8771	NCBIGene	NCBIGene	TNFSF14	TNFRSF6B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
356	8771	NCBIGene	NCBIGene	FASLG	TNFRSF6B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
356	355	NCBIGene	NCBIGene	FASLG	FAS	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9966	8771	NCBIGene	NCBIGene	TNFSF15	TNFRSF6B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9966	8718	NCBIGene	NCBIGene	TNFSF15	TNFRSF25	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8795	NCBIGene	NCBIGene	TNFSF10	TNFRSF10B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8797	NCBIGene	NCBIGene	TNFSF10	TNFRSF10A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8795	NCBIGene	NCBIGene	TNFSF10	TNFRSF10B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8797	NCBIGene	NCBIGene	TNFSF10	TNFRSF10A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8794	NCBIGene	NCBIGene	TNFSF10	TNFRSF10C	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8743	8793	NCBIGene	NCBIGene	TNFSF10	TNFRSF10D	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1896	10913	NCBIGene	NCBIGene	EDA	EDAR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1896	60401	NCBIGene	NCBIGene	EDA	EDA2R	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4803	4804	NCBIGene	NCBIGene	NGF	NGFR	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8600	4982	NCBIGene	NCBIGene	TNFSF11	TNFRSF11B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8600	8792	NCBIGene	NCBIGene	TNFSF11	TNFRSF11A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8742	51330	NCBIGene	NCBIGene	TNFSF12	TNFRSF12A	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
970	939	NCBIGene	NCBIGene	CD70	CD27	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
944	943	NCBIGene	NCBIGene	TNFSF8	TNFRSF8	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
959	958	NCBIGene	NCBIGene	CD40LG	CD40	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8744	3604	NCBIGene	NCBIGene	TNFSF9	TNFRSF9	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7292	7293	NCBIGene	NCBIGene	TNFSF4	TNFRSF4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8995	8784	NCBIGene	NCBIGene	TNFSF18	TNFRSF18	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8741	608	NCBIGene	NCBIGene	TNFSF13	TNFRSF17	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
8741	23495	NCBIGene	NCBIGene	TNFSF13	TNFRSF13B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10673	608	NCBIGene	NCBIGene	TNFSF13B	TNFRSF17	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10673	23495	NCBIGene	NCBIGene	TNFSF13B	TNFRSF13B	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10673	115650	NCBIGene	NCBIGene	TNFSF13B	TNFRSF13C	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9518	7048	NCBIGene	NCBIGene	GDF15	TGFBR2		hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3623	92	NCBIGene	NCBIGene	INHA	ACVR2A		hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
3623	93	NCBIGene	NCBIGene	INHA	ACVR2B		hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
651	93	NCBIGene	NCBIGene	BMP3	ACVR2B		hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6346	1237	NCBIGene	NCBIGene	CCL1	CCR8	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6346	51554	NCBIGene	NCBIGene	CCL1	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6370	10803	NCBIGene	NCBIGene	CCL25	CCR9	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6370	51554	NCBIGene	NCBIGene	CCL25	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6363	51554	NCBIGene	NCBIGene	CCL19	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6363	1236	NCBIGene	NCBIGene	CCL19	CCR7	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6366	51554	NCBIGene	NCBIGene	CCL21	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6366	1236	NCBIGene	NCBIGene	CCL21	CCR7	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
414062	1234	NCBIGene	NCBIGene	CCL3L3	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6348	1234	NCBIGene	NCBIGene	CCL3	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6349	1234	NCBIGene	NCBIGene	CCL3L1	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
388372	1234	NCBIGene	NCBIGene	CCL4L1	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6351	1234	NCBIGene	NCBIGene	CCL4	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9560	1234	NCBIGene	NCBIGene	CCL4L2	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
388372	1234	NCBIGene	NCBIGene	CCL4L1	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6351	1234	NCBIGene	NCBIGene	CCL4	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9560	1234	NCBIGene	NCBIGene	CCL4L2	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
388372	1234	NCBIGene	NCBIGene	CCL4L1	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6351	1234	NCBIGene	NCBIGene	CCL4	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
9560	1234	NCBIGene	NCBIGene	CCL4L2	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6361	1233	NCBIGene	NCBIGene	CCL17	CCR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6367	1233	NCBIGene	NCBIGene	CCL22	CCR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6352	1233	NCBIGene	NCBIGene	CCL5	CCR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6352	1234	NCBIGene	NCBIGene	CCL5	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6352	1232	NCBIGene	NCBIGene	CCL5	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6352	1230	NCBIGene	NCBIGene	CCL5	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
414062	1234	NCBIGene	NCBIGene	CCL3L3	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6348	1234	NCBIGene	NCBIGene	CCL3	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6349	1234	NCBIGene	NCBIGene	CCL3L1	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
414062	1230	NCBIGene	NCBIGene	CCL3L3	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6348	1230	NCBIGene	NCBIGene	CCL3	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6349	1230	NCBIGene	NCBIGene	CCL3L1	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6355	1234	NCBIGene	NCBIGene	CCL8	CCR5	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6355	51554	NCBIGene	NCBIGene	CCL8	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6355	729230	NCBIGene	NCBIGene	CCL8	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6355	1230	NCBIGene	NCBIGene	CCL8	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6358	1230	NCBIGene	NCBIGene	CCL14	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6360	1230	NCBIGene	NCBIGene	CCL16	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6359	1230	NCBIGene	NCBIGene	CCL15	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6368	1230	NCBIGene	NCBIGene	CCL23	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6359	1230	NCBIGene	NCBIGene	CCL15	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6368	1230	NCBIGene	NCBIGene	CCL23	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6359	1232	NCBIGene	NCBIGene	CCL15	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6368	1232	NCBIGene	NCBIGene	CCL23	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6357	1230	NCBIGene	NCBIGene	CCL13	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6357	1232	NCBIGene	NCBIGene	CCL13	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6357	51554	NCBIGene	NCBIGene	CCL13	ACKR4	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6357	729230	NCBIGene	NCBIGene	CCL13	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6354	1230	NCBIGene	NCBIGene	CCL7	CCR1	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6354	1232	NCBIGene	NCBIGene	CCL7	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6354	729230	NCBIGene	NCBIGene	CCL7	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6347	729230	NCBIGene	NCBIGene	CCL2	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6347	729230	NCBIGene	NCBIGene	CCL2	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6356	1232	NCBIGene	NCBIGene	CCL11	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6369	1232	NCBIGene	NCBIGene	CCL24	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10344	1232	NCBIGene	NCBIGene	CCL26	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10850	729230	NCBIGene	NCBIGene	CCL27	CCR2	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10850	1232	NCBIGene	NCBIGene	CCL27	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10850	2826	NCBIGene	NCBIGene	CCL27	CCR10	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
56477	1232	NCBIGene	NCBIGene	CCL28	CCR3	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
56477	2826	NCBIGene	NCBIGene	CCL28	CCR10	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
6364	1235	NCBIGene	NCBIGene	CCL20	CCR6	activation	hsa04060	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2932	595	NCBIGene	NCBIGene	GSK3B	CCND1	inhibition;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2932	894	NCBIGene	NCBIGene	GSK3B	CCND2	inhibition;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2932	896	NCBIGene	NCBIGene	GSK3B	CCND3	inhibition;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7157	1026	NCBIGene	NCBIGene	TP53	CDKN1A	expression	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7157	10912	NCBIGene	NCBIGene	TP53	GADD45G	expression	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7157	1647	NCBIGene	NCBIGene	TP53	GADD45A	expression	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7157	4616	NCBIGene	NCBIGene	TP53	GADD45B	expression	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
7157	2810	NCBIGene	NCBIGene	TP53	SFN	expression	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
10912	5111	NCBIGene	NCBIGene	GADD45G	PCNA	activation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1647	5111	NCBIGene	NCBIGene	GADD45A	PCNA	activation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4616	5111	NCBIGene	NCBIGene	GADD45B	PCNA	activation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4193	5925	NCBIGene	NCBIGene	MDM2	RB1	inhibition	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
4193	7157	NCBIGene	NCBIGene	MDM2	TP53	inhibition	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1387	7157	NCBIGene	NCBIGene	CREBBP	TP53	activation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
2033	7157	NCBIGene	NCBIGene	EP300	TP53	activation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
5591	7157	NCBIGene	NCBIGene	PRKDC	TP53	activation;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
1111	7157	NCBIGene	NCBIGene	CHEK1	TP53	activation;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
11200	7157	NCBIGene	NCBIGene	CHEK2	TP53	activation;phosphorylation	hsa04110	Multiomics-BigGIM-DrugResponse	PMID:27899662	Gene	Gene
